# Taxonomy review (issue #38): one verdict per candidate of taxonomy-candidates-2026-09-24.tsv with df>=3,
# in that file's order, split across four subagents; the last rows were added by hand. Merged into
# src/main/resources/taxonomy/skills.tsv by scripts/taxonomy_select.py with a threshold of 3.
name	verdict	canonical	category	aliases	note
AMOS	drop				obscure; collides with names
Apache Portable Runtime	drop				APR is noise (annual percentage rate)
ASIC	drop				hardware term collision
Blink	drop				ordinary word
Flix	drop				obscure; collision
GNU	drop				project name, not a skill
Robot Framework	keep	Robot Framework	testing		
Java Database Connectivity	keep	JDBC	framework	Java Database Connectivity	
Jinja	keep	Jinja	framework	jinja2	html+django forms: Linguist lexer names
LookML	keep	LookML	data		
spaCy	keep	spaCy	ml		
Symfony	keep	Symfony	framework		
Usability testing	drop				generic concept
Visual Basic for Applications	keep	Visual Basic for Applications	language	VBA	
Automatically Programmed Tool	drop				APT is noise (advanced persistent threat)
Coral 66	drop				obscure; CORAL ordinary word
Echo	drop				ordinary word
Standard Template Library	keep	Standard Template Library	framework	C++ STL|C++ Standard Template Library	STL: St. Louis / 3D file format; ascii stl, stla: file formats
Apptainer	keep	Apptainer	devops	Singularity	Singularity given to the container runtime, not the language/OS
aRts	drop				obscure; arts is ordinary word
Data conversion	drop				generic concept
Haskell	keep	Haskell	language		hs: too short, noise
Microsoft Research Image Composite Editor	drop				ICE is noise
Perforce P4	keep	Perforce	tool	Helix Core|Perforce P4	
QGIS	keep	QGIS	tool		
Alloy	drop				ordinary word
Call center	drop				generic concept
EIGRP	keep	EIGRP	networking	Enhanced Interior Gateway Routing Protocol	
Electron	keep	Electron	framework	Electron.js|electronjs	Atom Shell: obsolete
JFrog Artifactory	keep	JFrog Artifactory	devops	Artifactory	
Pic	drop				ordinary abbreviation
Rational	drop				ordinary word
Scylla	keep	ScyllaDB	database	Scylla	
Singularity	drop				homonym; Singularity container runtime is under Apptainer
Tox	drop				collides with toxicology abbreviation
GNU Multiple Precision Arithmetic Library	drop				GMP is noise (good manufacturing practice)
Icon	drop				ordinary word
Nuxt	keep	Nuxt	framework	Nuxt.js|NuxtJS	
RTL	drop				generic concept; ambiguous abbreviation
Ubisoft Anvil	drop				Anvil ordinary word; not an engineering skill
Amazon Redshift	keep	Amazon Redshift	data	Redshift	
DYNAMO	drop				obscure; collides with DynamoDB/ordinary word
FaceTime	drop				consumer software
Lex	drop				ambiguous; ordinary word
Pact	drop				collides with PACT Act and ordinary word
Power Query	keep	Power Query	data	powerquery	
Travis	keep	Travis CI	devops		Travis: personal name
VHDL	keep	VHDL	language		
Bourne shell	drop				sh is noise; honest form matches almost nothing
COMIT	drop				obscure; collision
Database testing	drop				generic concept
Diagramming	drop				generic concept
Embedded systems development	drop				generic concept
GDAL	keep	GDAL	framework	Geospatial Data Abstraction Library	
GStreamer	keep	GStreamer	framework		
Open Policy Agent	keep	Open Policy Agent	security		OPA: ambiguous abbreviation
Pan	drop				ordinary word
Records management	drop				generic concept
Shiny	keep	R Shiny	framework	Shiny for R|shiny R	Shiny: ordinary word
Solidity	keep	Solidity	language		
SSIS	keep	SQL Server Integration Services	data	SSIS	SQL Server Integration Services SSIS: redundant O*NET form
Tanium	keep	Tanium	security		
Windows Server 2016	keep	Windows Server	os	Windows Server 2016	
Apache Flume	keep	Apache Flume	data	Flume	
Apache ZooKeeper	keep	Apache ZooKeeper	devops	ZooKeeper	
Botan	drop				only matches via OpenCL noise form
Bullet	drop				ordinary word
crontab	keep	cron	tool	crontab|cron table	
Dialog	drop				ordinary word
HAProxy	keep	HAProxy	devops		
IBM Information Management System	drop				IMS is ambiguous abbreviation
OpenCL	keep	OpenCL	framework	Open Computing Language	
Profilers	drop				generic concept
TAM	drop				ambiguous abbreviation
Apache Avro	keep	Apache Avro	data	Avro	
Data Fabric	drop				generic concept
DDL	drop				generic concept
eMASS	keep	eMASS	security		
FOCAL	drop				obscure; ordinary word
HIP	drop				ordinary word
Lustre	keep	Lustre	devops		homonym: kept as the HPC file system, not the language
Mercury	drop				ordinary word; obscure language
PeopleSoft	keep	PeopleSoft	tool		
Rapide	drop				obscure; collision
SystemVerilog	keep	SystemVerilog	language		
Transaction Application Language	drop				TAL is noise
Windows 11	keep	Microsoft Windows	os	Windows 11|Windows11	merged into Microsoft Windows
Autodesk Revit	keep	Autodesk Revit	tool	Revit	
Digital Analytics	drop				generic concept
Drupal	keep	Drupal	framework		
GN	drop				ambiguous abbreviation
Jenkins CI	keep	Jenkins	devops	Jenkins CI	
Logos	drop				ordinary word
macOS Monterey	keep	macOS	os	macOS Monterey|macOS 12|macOS 12 Monterey	Monterey: place name
Photoshop	keep	Adobe Photoshop	tool	Photoshop	
Platform as a service PaaS	drop				generic concept
SAGE	drop				ambiguous; ordinary word
Time reporting	drop				generic concept
Altium Designer	keep	Altium Designer	tool	Altium	
Business Objects	keep	SAP BusinessObjects	data	Business Objects|BusinessObjects	
DML	drop				generic concept
GEOS	drop				obscure; collision
Gremlin	keep	Gremlin	language		
Message Passing Interface	keep	MPI	framework	Message Passing Interface	
Natural Language Toolkit	keep	NLTK	ml	Natural Language Toolkit	
Nmap	keep	Nmap	security	Nmap Security Scanner	Network Mapper: generic phrase
Relational database management	drop				generic concept
Sail	drop				ordinary word
4D	drop				collides with generic "4D"
ASP.NET MVC Framework	keep	ASP.NET MVC	framework	ASP.NET MVC Framework	
BIRD2	drop				bird is noise
CLOS	drop				obscure; ambiguous abbreviation
Julia	keep	JuliaLang	language	The Julia Language|Julia language	Julia: personal name
Netty	keep	Netty	framework		
Regular Expression	keep	Regex	tool	Regular Expression|regular expressions|regexp	
SMTP	keep	SMTP	networking	Simple mail transfer protocol	
User-mode Linux	drop				UML is noise (Unified Modeling Language)
Weka	keep	Weka	ml		
A/UX	drop				obscure; matches via UI/UX tokenization
Crystal	drop				ordinary word; no safe form
Doctrine	drop				ordinary word; no safe form
Erlang	keep	Erlang	language		
Expat	drop				ordinary word
Graphite	drop				ordinary word; ambiguous
LabVIEW	keep	LabVIEW	tool		
macOS Sierra	drop				Sierra is noise; honest forms match nothing
Opus	drop				ordinary word
P4	drop				ambiguous abbreviation
Play Framework	keep	Play Framework	framework		
SignalR	keep	SignalR	framework		
Snort	keep	Snort	security		
VRRP	keep	VRRP	networking	Virtual Router Redundancy Protocol	
Wikitext	drop				wiki is noise
Cognos	keep	IBM Cognos	data	Cognos	
Curl	drop				homonym; curl key given to the curl tool
curl	keep	curl	tool		
Direct Rendering Infrastructure	drop				DRI is ambiguous abbreviation
EAI	drop				generic concept
Fancy	drop				ordinary word
HDL	drop				generic concept
Junos	keep	Junos OS	networking	Junos	
MiNT	drop				obscure; ordinary word
Object Windows Library	drop				OWL is noise
Pizza	drop				ordinary word
Relational database management system	drop				generic concept
Remote monitoring	drop				generic concept
Type Language	drop				tl is noise
Verilog	keep	Verilog	language	Verilog HDL|IEEE 1364	
Vespa Schema Definition	keep	Vespa	database		homonym: kept as the Vespa search engine
XSLT	keep	XSLT	language	XSL Transformations|Extensible Stylesheet Language Transformations	xsl: names the wider XSL family
AJAX	keep	AJAX	framework		
Blazor	keep	Blazor	framework		
COBOL	keep	COBOL	language		
Java Server Pages	keep	JavaServer Pages	framework	JSP|Java Server Pages	
Job Control Language	keep	JCL	language	Job Control Language	
License management	drop				generic concept
Metasploit	keep	Metasploit	security	Metasploit Framework	
MicroStrategy	keep	MicroStrategy	data		
RAC	keep	Oracle RAC	database	Real Application Cluster|Real Application Clusters	RAC: ambiguous abbreviation
Tact	drop				ordinary word
Adblock Filter List	drop				adb is noise
Bugzilla	keep	Bugzilla	tool		
CICS	keep	CICS	devops	Customer Information Control System	
GD Graphics Library	drop				GD is noise
Grace	drop				ordinary word
Jakarta Messaging	keep	JMS	framework	Java Message Service|Jakarta Messaging	
OpenGL Shading Language	keep	GLSL	language	OpenGL Shading Language	
PHPUnit	keep	PHPUnit	testing		
PowerBuilder	drop				pb is noise; honest forms match nothing
RON	drop				personal name
SAP HANA	keep	SAP HANA	database		
Solaris	keep	Solaris	os	Oracle Solaris|Sun Solaris	
Text mining	drop				generic concept
UNIX Shell	drop				generic concept
Visual Basic .NET	keep	Visual Basic .NET	language	VB.NET|vbnet	Visual Basic: given to classic Visual Basic
Web server	drop				generic concept
Windows Communication Foundation	keep	Windows Communication Foundation	framework	WCF	Indigo: ordinary word
Ember.js	keep	Ember.js	framework	EmberJS	
Fossil	drop				ordinary word
Helix	drop				ordinary word; ambiguous
Helix	drop				ordinary word; Perforce covered by Perforce
IBM AIX	keep	IBM AIX	os	AIX	
Jasmine	keep	Jasmine	testing		JSUnit: different tool
Linux Security Modules	drop				LSM is ambiguous abbreviation
Luau	keep	Luau	language		
Material Design	keep	Material Design	tool		
Shell script	drop				generic concept
Structure prediction	drop				generic concept
User interface design	drop				generic concept
WildFly	keep	JBoss	devops	WildFly|JBoss Application Server	
ZeroMQ	keep	ZeroMQ	framework	zmq|0MQ	
Akka	keep	Akka	framework		
Android TV	keep	Android TV	os		
Application Server	drop				generic concept
Azure Sentinel	keep	Microsoft Sentinel	security	Azure Sentinel	
Catboost	keep	CatBoost	ml		
EDC	drop				ambiguous abbreviation
ESLint	keep	ESLint	tool		
Fund accounting	drop				not a technology
High Level Shader Language	keep	HLSL	language	High Level Shader Language|High-level shading language	
Insight Segmentation and Registration Toolkit	keep	ITK	framework	Insight Segmentation and Registration Toolkit	
Internet Protocol Security IPSEC	keep	IPsec	networking		
Learning Management	drop				generic concept
llama.cpp	keep	llama.cpp	ml		
NetSuite ERP	keep	NetSuite	tool	NetSuite ERP	
Nim	drop				collides with NVIDIA NIM
Oozie	keep	Apache Oozie	data	Oozie	
Parallel systems	drop				generic concept
Password management	drop				generic concept
Project scheduling	drop				generic concept
RAD	drop				generic concept
RocksDB	keep	RocksDB	database		
RPG	drop				collides with role-playing game
Software distribution	drop				generic concept
Tk	drop				ambiguous two-letter name
Astro	keep	Astro	framework		
Classic Visual Basic	keep	Visual Basic	language	VB|VB6	
Clojure	keep	Clojure	language		
Cryptographic key management	drop				generic concept
Data acquisition systems	drop				generic concept
Disassembler	drop				generic concept
Experience Manager (AEM)	keep	Adobe Experience Manager	framework	AEM	Experience Manager (AEM): O*NET form
Google Web Toolkit	keep	Google Web Toolkit	framework	GWT	
Hyperion	keep	Oracle Hyperion	data	Hyperion	
Migration testing	drop				generic concept
Monte Carlo simulation	drop				generic concept
Netfilter	keep	Netfilter	networking		
Network Security Services	drop				NSS is ambiguous; honest form matches little
Ook!	drop				esoteric language
OSGi	keep	OSGi	framework		
Parrot Internal Representation	drop				pir is noise
PCL	keep	Point Cloud Library	framework	PCL	
PlantUML	keep	PlantUML	tool		
Remote control	drop				generic concept
Series 40	drop				S 40 is noise
SPARQL	keep	SPARQL	language		
Torch	drop				torch mostly means PyTorch; not the Lua library
X Toolkit Intrinsics	drop				Intrinsics and Xt are noise
Acrobat	drop				office software
Brightscript	keep	BrightScript	language		
Computer operating systems	drop				generic concept
Concurrency control	drop				generic concept
device mapper	drop				DM is noise
End-to-end encryption	drop				generic concept
ERC	drop				ambiguous abbreviation
ERM	drop				ambiguous abbreviation
FAUST	drop				obscure; collision
fish	drop				ordinary word
HTML+Razor	keep	ASP.NET Razor	framework	Razor Pages	razor: ordinary word
Jsonnet	keep	Jsonnet	tool		
LoadRunner	keep	LoadRunner	testing	HP LoadRunner|OpenText LoadRunner|Hewlett Packard LoadRunner	
MediaWiki	keep	MediaWiki	tool		mw: noise
S-PLUS	drop				obscure; collision
Sed	keep	sed	tool		
Siemens Teamcenter	keep	Siemens Teamcenter	tool	Teamcenter	
Snappy	drop				ordinary word
Terra	drop				ordinary word
Zeek	keep	Zeek	security		bro: ordinary word
Adobe XD	keep	Adobe XD	tool	Adobe Experience Design	XD: ambiguous abbreviation
AMPL	keep	AMPL	language		
Avalonia	keep	Avalonia	framework	Avalonia UI	
Cairo	drop				Xr noise; Cairo is a city
Chakra	drop				homonym; matches mean Chakra UI
Chakra	drop				homonym; matches mean Chakra UI
Compatibility testing	drop				generic concept
Data Integrator	drop				generic phrase
DirectX	keep	DirectX	framework		
F#	keep	F#	language	F Sharp|FSharp	
Index tuning	drop				generic concept
Ionic	keep	Ionic	framework	ionic 2|ionic2	
Kali Linux	keep	Kali Linux	os	Kali Linux OS	Kali: personal name
LPC	drop				obscure; LPC ambiguous abbreviation
Network architecture design	drop				generic concept
Opal	drop				obscure; ordinary word
Oz	drop				obscure; ordinary word
rc	drop				ordinary abbreviation
REXX	keep	REXX	language	Restructured Extended Executor	
Standard ML	drop				collides with "standard ML" (machine learning); SML=0
Visual Basic Script	keep	VBScript	language	Visual Basic Script|Microsoft Visual Basic Scripting Edition	VBS: ambiguous abbreviation
YANG	keep	YANG	networking		
AWK	keep	AWK	language		
Azure DevOps Server	keep	Azure DevOps Server	devops	Team Foundation Server|Visual Studio Team System|TFS	
Blitz BASIC	drop				Monkey noise
BuildStream	drop				obscure; matches unlikely to be the tool
Cocoa	keep	Cocoa	framework	Apple Cocoa	
ColdFusion CFC	drop				cfc noise
Data Guard	keep	Oracle Data Guard	database	Data Guard	
Enterprise Manager	drop				generic phrase / job title
GNU Prolog	drop				Calypso noise
LiveScript	drop				ls noise
MetaQuotes Language	drop				MQL means marketing qualified lead
Microsoft Virtual Server	drop				Virtual Server generic phrase
NEON	drop				homonym of Neon Postgres / ARM NEON
Network Monitor	drop				generic phrase
Nextflow	keep	Nextflow	data		
NL	drop				obscure; ordinary abbreviation
Norton Utilities	drop				NU noise
ODS	drop				ambiguous abbreviation / concept
OpenAI ChatGPT	keep	ChatGPT	ml	OpenAI ChatGPT	
Oracle Spatial	keep	Oracle Spatial	database		
PEARL	drop				obscure; collides with pearl/Perl
Proxmox Backup Server	drop				PBS noise
Roblox Studio	keep	Roblox Studio	tool		
Roc	drop				obscure; collides with ROC
Rust programming language	keep	Rust	language	Rust programming language	
Security risk assessment	drop				generic concept
SolidThinking Embed	drop				VisSim matches mean PTV Vissim
SQL*Plus	keep	SQL*Plus	tool	SQLPlus|SQL Plus	
Swing	keep	Java Swing	framework		Swing: ordinary word
Tcl	keep	Tcl	language	Tool Command Language	sdc/xdc: other file formats
TMG	drop				obscure; TMG ambiguous
Turing	drop				collides with Alan Turing / Turing test
V8	keep	V8	tool		
Webex	drop				video conferencing software
Zebra	drop				Zebra Technologies / printers collision
Basecamp	keep	Basecamp	tool		
Blade	drop				ordinary word (blade servers)
Bun	keep	Bun	framework	Bun.js	
CHICKEN	drop				obscure; ordinary word
Code libraries	drop				generic concept
Data dictionary	drop				generic concept
eC	drop				obscure; eC collides
FlatBuffers	keep	FlatBuffers	framework		
FreeMarker	keep	FreeMarker	framework	Apache FreeMarker	ftl: ambiguous abbreviation
Gensim	keep	Gensim	ml		
Interoperability testing	drop				generic concept
Liberty BASIC	drop				LB noise
LibTIFF	drop				tiff is a file format
Linear Programming	drop				generic concept
Loom	drop				video recording tool; also Project Loom
Mask	drop				ordinary word
NetBackup	keep	Veritas NetBackup	devops	NetBackup|Symantec NetBackup	
Nickel	drop				obscure; ordinary word
OpenLayers	keep	OpenLayers	framework		
OpenUI5	keep	OpenUI5	framework	UI5|UI Development Toolkit for HTML5	
Oracle Application Express	keep	Oracle APEX	framework	Oracle Application Express	
Oracle SQL Developer	drop				SQL Developer is a job title; honest forms 0
Python Imaging Library	keep	Pillow	framework	Python Imaging Library|PIL	
Redirect Rules	drop				redirects ordinary word
Rez	drop				obscure; ordinary word
Talon	drop				obscure; ordinary word
Tencent Instant Messenger	drop				TIM noise
Unreal Engine 4	keep	Unreal Engine	framework	Unreal Engine 4|UE4|UE 4|Unreal 4	
Verse	drop				obscure; ordinary word
Video editing	drop				generic concept
Zig	keep	Zig	language	Zig language|Ziglang	
Adaptive Server Enterprise	drop				ASE noise (associate software engineer); honest forms 0
Adobe After Effects	keep	Adobe After Effects	tool	After Effects	
Adobe InDesign	keep	Adobe InDesign	tool	InDesign	
Android Auto	keep	Android Auto	os		
Atlas Search	keep	MongoDB Atlas Search	database	Atlas Search	
BitBake	keep	BitBake	devops		
BSD	keep	BSD	os	BSD operating system	BSD-based and others left out
Closure Templates	keep	Closure Templates	framework		soy: ordinary word
D-Bus	keep	D-Bus	tool	dbus|Desktop Bus	
Database management system	drop				generic concept
Discrete event simulation	drop				generic concept
Dojo	drop				Dojo ordinary word; Dojo Toolkit=0
Drizzle	drop				homonym; matches mean Drizzle ORM
ECL	drop				obscure; ambiguous abbreviation
Elm	keep	Elm	language		
Extensible Application Markup Language	keep	XAML	language	Extensible Application Markup Language	
gulp.js	keep	gulp	tool	gulp.js|gulpjs	
Inform 7	drop				i7 noise (Intel i7)
Integrity verification	drop				generic concept
ISPF	keep	ISPF	tool	Interactive System Productivity Facility	
Jade	drop				homonym; neither Jade is what matches
Jakarta Enterprise Beans	keep	Enterprise JavaBeans	framework	EJB|Enterprise Java Beans|Jakarta Enterprise Beans	
Java Agent Development Framework	drop				homonym; neither Jade is what matches
JetBrains MPS	drop				mps noise; honest form 1
Kusto	keep	Kusto Query Language	language	Kusto	KQL: also Kibana Query Language
Leaflet	keep	Leaflet.js	framework	Leaflet js|leafletjs	Leaflet: ordinary word
Lisp	keep	Lisp	language		
Log4j	keep	Log4j	framework		
Macaulay2	drop				m2 noise
Nit	drop				obscure; ordinary word
PEAR	drop				ordinary word; no safe form matches
PL/pgSQL	keep	PL/pgSQL	language		
PLSQL	keep	PL/SQL	language	PLSQL	
Polymer	drop				ordinary word; library obsolete
PPM	drop				ambiguous abbreviation
Proguard	keep	ProGuard	tool		
Pure Data	drop				collides with ordinary phrase
Qiskit	keep	Qiskit	framework		
Rhapsody	drop				homonym; matches mean IBM Rhapsody or others
Rouge	drop				obscure; ordinary word
Safari	drop				web browser
Sqoop	keep	Apache Sqoop	data	Sqoop	
Timing analysis	drop				generic concept
TSQL	keep	T-SQL	language	TSQL|Transact-SQL	
TSX	drop				ambiguous abbreviation (Toronto Stock Exchange)
Vim script	keep	Vim	tool		vim matches the editor; nvim is Neovim
Windows Driver Model	drop				WDM noise (wavelength division multiplexing)
Wolfram Language	keep	Mathematica	language	Wolfram Language|Wolfram Mathematica|Mathematica language	Wolfram: company name
Adobe Creative Cloud	keep	Adobe Creative Cloud	tool	Creative Cloud|Adobe CC	
Adobe Dreamweaver	keep	Adobe Dreamweaver	tool	Dreamweaver|Macromedia Dreamweaver	DW: ambiguous abbreviation
Advanced Linux Sound Architecture	keep	ALSA	framework	Advanced Linux Sound Architecture	
Alteryx	keep	Alteryx	data		
Android Automotive	keep	Android Automotive	os	Android Automotive OS|AAOS	
Aqua	drop				ordinary word
ArangoDB	keep	ArangoDB	database		
assembler	keep	Assembly language	language	assembler	
Babylon.js	keep	Babylon.js	framework		
C++/CLI	keep	C++/CLI	language		
Chart.js	keep	Chart.js	framework		
CloudWorks	drop				obscure; matches likely other products
Common Intermediate Language	drop				CIL noise; honest forms 0
DataWeave	keep	DataWeave	language		
Delphi	keep	Delphi	language	Embarcadero Delphi	
Delphi	keep	Delphi	language	Embarcadero Delphi	
DTS	drop				ambiguous abbreviation
Dune	drop				obscure; ordinary word
Element management	drop				generic concept
Eloqua	keep	Oracle Eloqua	tool	Eloqua	
Emacs Lisp	keep	Emacs	tool		emacs matches the editor
Google Guava	keep	Guava	framework	Google Guava	
Grails	keep	Grails	framework		
Groovy Server Pages	drop				gsp noise
Handlebars	keep	Handlebars	framework	handlebars.js|htmlbars	hbs: ambiguous
INI	drop				conf noise
Internet Information Services (IIS)	keep	Internet Information Services	devops	IIS|Microsoft IIS|Internet Information Services (IIS)	
InVision	keep	InVision	tool		
JMP	keep	JMP	data		
McAfee	keep	McAfee	security		
Minitab	keep	Minitab	data		
OpenEdge ABL	drop				abl noise; honest forms 0
QML	keep	QML	language	Qt Meta-object Language	
Quake	drop				video game
Recovery Manager	keep	Oracle RMAN	database	RMAN|Recovery Manager	
Resource Access Control Facility	keep	RACF	security	Resource Access Control Facility	
Semrush	drop				marketing SEO tool
Server Side Includes	drop				SSI ambiguous abbreviation
Simple DirectMedia Layer	drop				SDL means security development lifecycle
SVG	keep	SVG	language	Scalable Vector Graphics	
Traceroute	keep	Traceroute	networking		
Vector CANoe	keep	CANoe	testing	Vector CANoe	
Vert.x	keep	Vert.x	framework	vertx	
WAN optimization	drop				generic concept
X10	drop				X10 ambiguous; obscure
ABAP CDS	keep	ABAP CDS	language		
ADO.NET	keep	ADO.NET	framework		
Android 1.0	drop				Android Base noise
Apache MXNet	keep	Apache MXNet	ml	MXNet	
Apache Pig	keep	Apache Pig	data	Pig	
Apache Struts	keep	Apache Struts	framework	Struts|Jakarta Struts	WebWork: predecessor product
Binary File Descriptor library	drop				BFD noise
Bluespec BH	drop				bh noise
C shell	keep	C shell	language	csh|tcsh	
CGAL	keep	CGAL	framework		
CGI	drop				CGI is a consulting company
Computational statistics	drop				generic concept
Computer forensic	drop				generic concept
Database capacity planning	drop				generic concept
Database cloning	drop				generic concept
dbm	drop				obscure; ambiguous
Decompilers	drop				generic concept
Diesel	drop				ordinary word
Document management system	drop				generic concept
DTrace	keep	DTrace	tool		
FitNesse	keep	FitNesse	testing		
Fortran	keep	Fortran	language		
GNU Guile	drop				GEL noise
GNU Octave	keep	GNU Octave	language	Octave	
Go Workspace	drop				go work noise
Godot	keep	Godot	framework	Godot Engine|Godot Game Engine	
Grunt	drop				grunt work is ordinary phrase
H2	drop				H2 ambiguous (headings, hydrogen, half-year)
Harbour	drop				obscure; ordinary word
Hibernate ORM	keep	Hibernate	framework	Hibernate ORM	
HRMS	drop				generic concept
IBATIS	keep	iBATIS	framework		
IBM WebSphere	keep	IBM WebSphere	devops	WebSphere	
Interactive Data Language	drop				IDL ambiguous (interface definition language)
Issue tracking system	drop				generic concept
jq	keep	jq	tool		
Keynote	drop				ordinary word; presentation software
Knockout.js	keep	Knockout.js	framework	KnockoutJS	Knockout: ordinary word
ladder logic	keep	Ladder logic	language		
libvirt	keep	libvirt	devops		
Mermaid	keep	Mermaid	tool	mermaid.js	
MIB	drop				generic concept
Network intrusion detection	drop				generic concept
Open Dynamics Engine	drop				ODE: ordinary math abbreviation
OpenView	keep	HP OpenView	devops	OpenView	
Redmine	keep	Redmine	tool		
reStructuredText	drop				rst noise; honest forms 0
Slash	drop				ordinary word
Slim	drop				ordinary word
SMT	drop				SMT means surface mount technology
Squirrel	drop				obscure; ordinary word
Stan	keep	Stan	language		
Tenable Nessus	keep	Nessus	security	Tenable Nessus	
Test implementation	drop				generic concept
Time Sharing Option	drop				TSO ambiguous abbreviation
Underscore.js	drop				ordinary word; honest forms 0
Web CMS	drop				generic concept
WebKit	keep	WebKit	framework	AppleWebKit	
WGSL	keep	WGSL	language		
Yardi	keep	Yardi	tool		
Ab Initio	keep	Ab Initio	data		
Anti-phishing	drop				generic concept
Apache CouchDB	drop				Couch noise; honest forms 0
ArcSDE	keep	ArcSDE	database		
ASP.NET Core MVC	keep	ASP.NET Core	framework	ASP.NET Core MVC	
Bubble	drop				ordinary word
Cascading Style Sheets	keep	CSS	language	Cascading Style Sheets	
Chromium Embedded Framework	drop				CEF ambiguous; honest form 1
Cloud Bigtable	keep	Google Cloud Bigtable	database	Cloud Bigtable|Bigtable	Big Table: ordinary phrase
Code hosting	drop				generic concept
Crystal Reports	keep	Crystal Reports	data		
CUE	drop				ordinary word
Cyclone	drop				obscure; ordinary word
Cython	keep	Cython	language		
Data Explorer	drop				generic phrase
DIGITAL Command Language	drop				DCL ambiguous; obscure
Dylan	drop				obscure; personal name
eCos	keep	eCos	os		
Essbase	keep	Oracle Essbase	data	Essbase	
Fortress	drop				obscure; ordinary word
FPGA design	drop				generic concept
FreeBASIC	drop				fb noise
ggplot2	keep	ggplot2	data		
GNU C Library	keep	glibc	framework	GNU C Library|GNU libc	
GraalVM	keep	GraalVM	tool	Oracle GraalVM|GraalVM Community Edition	
High Level Assembly	drop				HLA ambiguous (High Level Architecture)
HiveQL	keep	HiveQL	language		
Horde	drop				ordinary word
htmx	keep	htmx	framework		
Indexed Database API	keep	IndexedDB	database	Indexed Database API	
IRC log	drop				irc noise
ISIS	drop				obscure; ISIS collides
JavaScriptCore	keep	JavaScriptCore	framework		
KakouneScript	drop				kak noise
KornShell	keep	KornShell	language	ksh|ksh93	
Lark	drop				obscure; ordinary word
LaTeX	keep	LaTeX	tool		
Latte	drop				obscure; ordinary word
Linux Kernel Module	drop				generic concept
Logic programming	drop				generic concept
m4	drop				m4 ambiguous (Apple M4); obscure
MarkLogic	keep	MarkLogic	database	MarkLogic Server	
MEDITECH	keep	MEDITECH	tool		
Meson	keep	Meson	tool		
Microsoft Foundation Class Library	keep	MFC	framework	Microsoft Foundation Class Library|Microsoft Foundation Classes	
Motif	drop				ordinary word
MSHTML	drop				Trident noise
Multi-router traffic grapher MRTG	keep	MRTG	devops	Multi-Router Traffic Grapher	combined form left out
musl	keep	musl	framework	musl libc	
MVS	keep	MVS	os	IBM MVS|Multiple Virtual Storage|OS/VS2	
netstat	keep	netstat	networking		
NetView	keep	NetView	devops		
Norton AntiVirus	drop				consumer software; NAV noise
Packet filter	drop				generic concept
Place-and-route	drop				generic concept
PowerCenter	keep	Informatica PowerCenter	data	PowerCenter	
Riot	drop				obscure; ordinary word
RobotFramework	keep	Robot Framework	testing	RobotFramework	
Rockwell Automation	drop				company name, not a technology
RTX	drop				RTX means NVIDIA RTX
Scaleform	keep	Scaleform	framework		
Skype	drop				consumer communications software
Snakemake	keep	Snakemake	data		
SpiderMonkey	keep	SpiderMonkey	framework		
TLA+	keep	TLA+	language		
Turbo C++	drop				tcc noise
V operating system	drop				obscure; V-System collides
Videoconferencing	drop				generic concept
WDL	keep	WDL	language	Workflow Description Language	
Web application framework	drop				generic concept
webOS	keep	webOS	os	LG webOS|HP webOS|Palm webOS|Open webOS	web OS: generic phrase
Whitespace	drop				obscure; ordinary word
Windows Installer	keep	Windows Installer	tool		Darwin: noise
Windows Mobile	keep	Windows Mobile	os	Microsoft Windows Mobile	
x86 assembly language	keep	x86 assembly	language	x86 assembly language|X86 asm|Intel assembly|Intel assembly syntax	
Xbox One and Xbox Series X/S system software	drop				S system software noise
XPath	keep	XPath	language	XML Path Language	
ZK	drop				ZK ambiguous (zero-knowledge)
(added by hand)	keep	dbt	data	data build tool|dbt Core|dbt Cloud	missing from the candidates
(added by hand)	drop				ts: named in #38, but 793 of the 1196 descriptions with it say TS/SCI (clearance)
(added by hand)	drop				pg: named in #38, but 9 of its 23 descriptions have no database context
