# Review of the mined skill names (issue #40): one verdict per name of taxonomy-mined-2026-09-24.tsv,
# in that file's order. Sonnet subagents first screened all names (a drop noted "screened out"),
# then reviewed the survivors with the rules of taxonomy-review-2026-09-24.tsv. The reviewers were
# cut off by the usage limit before finishing: 334 survivors, noted "not reviewed", have no verdict
# and are left for issue #41. Key conflicts between reviewers were settled by hand, noted "merge:".
# Merged with taxonomy-review-2026-09-24.tsv into src/main/resources/taxonomy/skills.tsv by
# scripts/taxonomy_select.py with a threshold of 3.
name	verdict	canonical	category	aliases	note
Martin	drop				screened out
Must Have Bachelor	drop				screened out
Native Engineer	drop				screened out
NetFlow	keep	NetFlow	networking		
open source LLMs	drop				screened out
Panorama	drop			ordinary word, no safe qualified form (Palo Alto Panorama) in input	
Plotly	keep	Plotly	data		
PO	drop				screened out
PrivateLink	keep	AWS PrivateLink	cloud	PrivateLink	
Professional Microsoft	drop				screened out
Proxmox	keep	Proxmox	devops		
Python Kubernetes	drop				screened out
Qualifications Expertise	drop				screened out
RabbitMQ Experience	drop				screened out
ReBAC	drop			generic access-control model, not a named technology	
Salesforce Sales Cloud	keep	Salesforce Sales Cloud	tool		
Senior Cloud Security	drop				screened out
slate	drop				screened out
SONiC	keep	SONiC	networking		
SOSL	keep	SOSL	language		
source LLMs	drop				screened out
SQL Relational	drop				screened out
Stack Java Spring	drop				screened out
Strong Terraform	drop				screened out
Terraform ArgoCD	drop				screened out
Triton Inference Server	keep	Triton Inference Server	ml		
VxWorks	keep	VxWorks	os		
years+	drop				screened out
AI Builder	keep	AI Builder	tool		
Allianz	drop				screened out
Automation API	drop				screened out
AWS DevOps	drop				screened out
AZ 500	drop				screened out
Azure Active Directory	keep	Microsoft Entra ID	security	Azure Active Directory|Azure AD	merge: Azure Active Directory was renamed Microsoft Entra ID
Azure Understanding	drop				screened out
Azure Virtual	drop				screened out
Babel	keep	Babel	tool		
Business Manager	drop				screened out
C++ Familiarity	drop				screened out
Calico	keep	Calico	devops		
Certifications Certified	drop				screened out
Clay	drop			ordinary word/name, ambiguous	
Contentful	keep	Contentful	framework		
Crashlytics	keep	Crashlytics	devops		
Data Engineer Associate	drop				screened out
Data Lake Storage	keep	Azure Data Lake Storage	data	Data Lake Storage|ADLS	
Datadog Experience	drop				screened out
Development Kit	drop				screened out
DevOps Engineer Expert	drop				screened out
Docker Compose	keep	Docker Compose	devops		
Docker Swarm	keep	Docker Swarm	devops		
DP	drop				screened out
ECS Lambda	drop				screened out
Engineering 3+	drop				screened out
English Preferred Qualifications	drop				screened out
Espresso	keep	Espresso	testing		
GitHub Jenkins	drop				screened out
HAL	drop			generic concept (hardware abstraction layer)	
Java 8	keep	Java	language	Java 8	
Java Spring Framework	drop				screened out
Key Responsibilities As	drop				screened out
Kubernetes AI	drop				screened out
Kubernetes Engine	drop			fragment of "Google Kubernetes Engine"	
Lake Storage	drop				screened out
MEP	drop				screened out
Minimum 5+	drop				screened out
Next.js Experience	drop				screened out
NGFW	drop			generic firewall category, not a named technology	
ngrx	keep	NgRx	framework		
ni	drop				screened out
ofrecemos	drop				screened out
Preferred Qualifications AWS	drop				screened out
PS5	drop				screened out
RAM	drop				screened out
REST APIs Microservices	drop				screened out
RPM	keep	RPM	tool		
RxJava	keep	RxJava	framework		
Salesforce experience	drop				screened out
SELinux	keep	SELinux	security		
Senior Salesforce	drop				screened out
ServiceNow Experience	drop				screened out
Snowflake Cortex	keep	Snowflake Cortex	ml		
Specific Qualifications	drop				screened out
Spinnaker	keep	Spinnaker	devops		
SQL Git	drop				screened out
Storage Azure	drop				screened out
Strands	keep	Strands Agents	ml		bare "Strands" unsafe (ordinary word); assuming AWS Strands Agents SDK, low confidence
Swift Concurrency	keep	Swift Concurrency	framework		
System Engineer	drop				screened out
Terraform GitLab	drop				screened out
Terraform Jenkins	drop				screened out
Tools CI	drop				screened out
Trainium	keep	AWS Trainium	ml	Trainium	merge: one skill
Turborepo	keep	Turborepo	tool		
TypeScript Angular	drop				screened out
TypeScript Hands	drop				screened out
VCP	drop				screened out
Xbox	drop				screened out
Angular Vue.js	drop				screened out
APIs CI	drop				screened out
Arbeit	drop				screened out
AWS Config	keep	AWS Config	devops		
AWS Solution	drop				screened out
AWS Solution Architect	drop				screened out
Azure CLI	keep	Azure CLI	tool		
Azure Storage	keep	Azure Storage	cloud		
Azure Working	drop				screened out
Basic SQL	drop				screened out
Be Nice If	drop				screened out
C++ developer	drop				screened out
Certified Kubernetes Security	drop				screened out
Certified Platform	drop				screened out
Cloud Formation	keep	AWS CloudFormation	devops	Cloud Formation	merge into existing AWS CloudFormation
Computer Related	drop				screened out
Cube	drop			ordinary word ("cube"), no safe form (Cube.js) in input	
Databricks Certified Data	drop				screened out
Day 2	drop				screened out
DLT	keep	Delta Live Tables	data	DLT	uncertain: DLT also collides with "dlt" (python data load tool) and "distributed ledger technology"
Docker Helm	drop				screened out
DocumentDB	keep	Amazon DocumentDB	database	DocumentDB	
Dynamics CRM	keep	Microsoft Dynamics	tool	Dynamics CRM	merge into existing Microsoft Dynamics
Engineer AWS	drop				screened out
Especialista	drop				screened out
Experience Manager	drop				screened out
FluxCD	keep	Flux CD	devops	FluxCD	merge: one skill
GCP Google	drop				screened out
GCP Vertex	drop				screened out
Heroku	keep	Heroku	cloud		
Infrastruktur	drop				screened out
Java Hands	drop				screened out
Kafka Docker	drop				screened out
Karriere	drop				screened out
Kubernetes Security Specialist	drop				screened out
LACP	keep	LACP	networking		
Languages C#	drop				screened out
Linux cloud	drop				screened out
LM	drop				screened out
LTS	drop				screened out
Maestro	drop			ordinary word ("maestro"), ambiguous with several same-named tools	
Memcache	keep	Memcached	database	Memcache	
Mitarbeiterrabatte	drop				screened out
NLB	keep	AWS Network Load Balancer	cloud	NLB	
Node.js MongoDB	drop				screened out
Nsight	keep	Nsight	tool		
Oracle Cloud Infrastructure	keep	Oracle Cloud Infrastructure	cloud	OCI	
pg	drop			ambiguous short form ("page"/rating/etc.), unsafe	
Pinot	keep	Apache Pinot	database	Pinot	
Polygon	drop			ordinary geometry word, ambiguous with Polygon blockchain	
POSIX	keep	POSIX	os		
Python Build	drop				screened out
Radix	keep	Radix UI	framework		bare "Radix" unsafe (math term/blockchain/UI lib homonyms)
React GraphQL	drop				screened out
React Strong	drop				screened out
Redis AWS	drop				screened out
REST APIs JSON	drop				screened out
Rust PREFERRED	drop				screened out
SageMaker Pipelines	keep	Amazon SageMaker Pipelines	ml	SageMaker Pipelines	
Salesforce CPQ	keep	Salesforce CPQ	tool		
Software Engineer Senior	drop				screened out
TanStack Query	keep	TanStack Query	framework	React Query	
Tech Stack Python	drop				screened out
Tokio	keep	Tokio	framework		
tRPC	keep	tRPC	framework		
v2	drop				screened out
VMware ESXi	keep	VMware ESXi	devops	ESXi	
WinDbg	keep	WinDbg	tool		
2500	drop				screened out
27001 Experience	drop				screened out
50M Series	drop				screened out
Accessibility WCAG	drop				screened out
Alibaba Cloud	keep	Alibaba Cloud	cloud		
Amazon RDS	keep	Amazon RDS	cloud		
AppsFlyer	keep	AppsFlyer	tool		
Architect AWS	drop				screened out
Ausgepr	drop				screened out
AWS GitHub	drop				screened out
AWS KMS	keep	AWS KMS	security		
AWS Organizations	keep	AWS Organizations	cloud		
AWS Redshift	keep	Amazon Redshift	data	AWS Redshift	merge into existing Amazon Redshift
AWS Snowflake	drop				screened out
Azure Hands	drop				screened out
B1	drop				screened out
Belvoir	drop				screened out
BigQuery data	drop				screened out
Bonus Familiarity	drop				screened out
CA We	drop				screened out
Camunda	keep	Camunda	tool		
Catalog Data	drop				screened out
Celigo	keep	Celigo	tool		
Certifications Microsoft	drop				screened out
Chromebooks	drop				screened out
Cloud Platform BigQuery	drop				screened out
CodeDeploy	keep	AWS CodeDeploy	devops	CodeDeploy	
Databricks SQL	keep	Databricks SQL	data		
Dave	drop				screened out
Deutschkenntnisse	drop				screened out
Docker Cloud	drop				screened out
Expert SQL	drop				screened out
Functions Azure	drop			fragment/reordering of "Azure Functions"	
GCP IAM	keep	Google Cloud IAM	security	GCP IAM	merge: one skill
Git Familiarity	drop				screened out
Impala	keep	Apache Impala	data	Impala	
JIT	drop			generic compilation concept, not a named technology	
JNCIE	drop				screened out
Kafka Streams	keep	Kafka Streams	data		
Kiro	keep	Kiro	tool		
Kubernetes Benefits	drop				screened out
Loader	drop				screened out
MCSE	drop				screened out
Microsoft Azure Administrator	drop				screened out
MWAA	keep	Amazon Managed Workflows for Apache Airflow	data	MWAA	
OkHttp	keep	OkHttp	framework		
Oracle NetSuite	keep	NetSuite	tool	Oracle NetSuite	merge into existing NetSuite
Platform BigQuery	drop				screened out
Playwright Experience	drop				screened out
POS application	drop				screened out
PostgreSQL Familiarity	drop				screened out
PX4	keep	PX4	framework		
Python API	drop				screened out
Python Develop	drop				screened out
Python Flask	drop				screened out
Python We	drop				screened out
Rails Python	drop				screened out
Salesforce Certified Administrator	drop				screened out
SAP Business	drop				screened out
SAP Salesforce	drop				screened out
Scaled Agile Framework	drop				screened out
Security Engineer Associate	drop				screened out
Solid SQL	drop				screened out
SPIFFE	keep	SPIFFE	security		
SQL Comfortable	drop				screened out
STM32	keep	STM32	tool		
SuiteScript	keep	SuiteScript	language		
SysOps	drop				screened out
Tiger Global	drop				screened out
Traefik	keep	Traefik	devops		
vCenter	keep	vCenter	devops		
VIP	drop				screened out
Vue Experience	drop				screened out
XLA	keep	XLA	ml		
York Metro Area	drop				screened out
You Bring Solid	drop				screened out
10M	drop				screened out
18+	drop				screened out
Actions Familiarity	drop				screened out
ANSI	drop			standards body name, generic	
Apache Hudi	keep	Apache Hudi	data		
APIs A	drop				screened out
APIs Knowledge	drop				screened out
are Proven	drop				screened out
Atlassian Tool	drop				screened out
AWS Aurora RDS	keep	Amazon Aurora	database	AWS Aurora RDS	
AWS Collaborate	drop				screened out
AWS Proficiency	drop				screened out
AWS This	drop				screened out
Azure AI Engineer	drop				screened out
Azure Fundamentals	drop				screened out
Azure knowledge	drop				screened out
Azure Microsoft	drop				screened out
Bring Senior	drop				screened out
C++ Hands	drop				screened out
CD Strong	drop				screened out
Certified Practitioner	drop				screened out
Cloudera	keep	Cloudera	data		
Confluent	keep	Confluent	data		
Context API	keep	Context API	framework		React's Context API
Control Tower	keep	AWS Control Tower	cloud	Control Tower	
Core .NET	drop			fragment/reordering of ".NET Core"/".NET"	
Customer.io	keep	Customer.io	tool		
FW	drop				screened out
GCP Vertex AI	keep	Google Vertex AI	ml	GCP Vertex AI	merge: one skill
GitHub Experience	drop				screened out
Google Kubernetes	drop				screened out
Grundlage	drop				screened out
H.264	keep	H.264	tool		
Helm Experience	drop				screened out
Hilt	keep	Hilt	framework		
IAM experience	drop				screened out
integrate LLM	drop				screened out
ion	drop				screened out
ISO 27001 Experience	drop				screened out
K3s	keep	K3s	devops		
LLM Platform	drop				screened out
Management Azure	drop				screened out
Microservices AWS	drop				screened out
MIPS	keep	MIPS	tool		CPU architecture, no perfect category fit
NFC	keep	NFC	networking		
On Architect	drop				screened out
Oracle ERP	keep	Oracle ERP	tool		
own ML	drop				screened out
Pendo	keep	Pendo	tool		
Perspektiven	drop				screened out
Postgres SQL	drop				screened out
PostgreSQL AWS	drop				screened out
PREFERRED QUALIFICATIONS MS	drop				screened out
Programming Languages Go	drop				screened out
Prometheus +	drop				screened out
promptfoo	keep	promptfoo	testing		
PromQL	keep	PromQL	language		
Redis Docker	drop				screened out
Replit	keep	Replit	tool		
Required Experience 5+	drop				screened out
REST APIs SQL	drop				screened out
Rust Proficiency	drop				screened out
Salesforce Flow	keep	Salesforce Flow	tool		
Sanofi	drop				screened out
SQL AWS	drop				screened out
SQL Hands	drop				screened out
Systemen	drop				screened out
Tableau Experience	drop				screened out
TC	drop				screened out
Tech Stack AWS	drop				screened out
Teradata	keep	Teradata	data		
Testing Postman	drop				screened out
Toyota	drop				screened out
TRL	drop				screened out
TypeScript Backend	drop				screened out
+ Grafana	drop				screened out
.NET 10	keep	.NET	framework	.NET 10	
10M+	drop				screened out
271	drop				screened out
APIs Proficiency	drop				screened out
Arista EOS	keep	Arista EOS	networking		
Atlassian Jira	keep	Jira	tool	Atlassian Jira	merge into existing Jira
Atlassian Tool Suite	drop				screened out
Autodesk	drop			company name, not a specific product (AutoCAD/Revit already listed)	
AWS a	drop				screened out
AWS API	drop				screened out
Azure AKS	keep	Azure Kubernetes Service	cloud	AKS|Azure AKS	merge: Azure Kubernetes Service is cloud, like the rest of its kind
Azure Azure	drop				screened out
Balancing DNS	drop				screened out
BNPL	drop				screened out
C++11	keep	C++	language	C++11	
Certified Platform Developer	drop				screened out
CFS	drop				screened out
Company Summary	drop				screened out
Confluence Experience	drop				screened out
Dataform	keep	Dataform	data		
EFK	keep	EFK	devops		
Elementary	drop			ordinary word ("elementary"), 50% lowercase	
Entscheidungen	drop				screened out
Experience React	drop				screened out
Fluentd	keep	Fluentd	devops		
Fondamentaux	drop				screened out
For Ph.D	drop				screened out
FOSS	drop				screened out
Go What	drop				screened out
Google Kubernetes Engine	keep	Google Kubernetes Engine	devops	GKE	
HTTP APIs	drop				screened out
IT DevOps	drop				screened out
Java 8+	keep	Java	language	Java 8+	
Java AWS	drop				screened out
Job Responsibilities Design	drop				screened out
Kaggle	keep	Kaggle	ml		
Karrierem	drop				screened out
KServe	keep	KServe	ml		
Kubernetes Proven	drop				screened out
Lightning components	keep	Salesforce Lightning Components	framework	Lightning Components	
Linux expertise	drop				screened out
Linux Git	drop				screened out
Load Balancing DNS	drop				screened out
Micronaut	keep	Micronaut	framework		
Microsoft Azure Experience	drop				screened out
Microsoft Graph API	keep	Microsoft Graph	cloud	Microsoft Graph API	merge: one skill
multiplexing	drop				screened out
MVI	drop				screened out
NER	drop				screened out
Network Associate	drop				screened out
NoSQL Experience	drop				screened out
O365	keep	Microsoft 365	tool	O365	merge: Office 365 is Microsoft 365
OpenVPN	keep	OpenVPN	networking		
Orca	drop			ordinary word/animal name, ambiguous (Orca Security among possible meanings)	
Our Engineering Manager	drop				screened out
Post Purchase	drop				screened out
Power BI Experience	drop				screened out
Processing Spark	drop				screened out
Prometheus + Grafana	drop				screened out
Prometheus Experience	drop				screened out
Pyroscope	keep	Pyroscope	devops		
Ray Serve	keep	Ray Serve	ml		
REST Experience	drop				screened out
RKE2	keep	RKE2	devops		
Salesforce CRM	keep	Salesforce	tool	Salesforce CRM	merge into existing Salesforce
Science Technical	drop				screened out
SDKs Experience	drop				screened out
Security Solid	drop				screened out
Skills AWS	drop				screened out
Solution Architect Certification	drop				screened out
SonarCloud	keep	SonarCloud	testing		
SQL Azure	keep	Azure SQL Database	database	SQL Azure	former name of Azure SQL Database
SRX	keep	Juniper SRX	security	SRX	
Statement All	drop				screened out
Statistics Applied Mathematics	drop				screened out
Suricata	keep	Suricata	security		
Tecton	keep	Tecton	ml		
Terraform Proficiency	drop				screened out
TypeScript AWS	drop				screened out
TypeScript Solid	drop				screened out
Veeam Backup	keep	Veeam Backup	devops		
Veeva	keep	Veeva	tool		
WebRTC Experience	drop				screened out
Zanzibar	drop			ambiguous (place name); authorization model, not a distinct product	
5th	drop				screened out
AI Engineer Associate	drop				screened out
Airflow Strong	drop				screened out
Ansible Docker	drop				screened out
Apigee	keep	Apigee	cloud		
AppExchange	keep	Salesforce AppExchange	tool	AppExchange	
Associate AWS	drop				screened out
atouts	drop				screened out
AWS +	drop				screened out
AWS Databricks	drop				screened out
AWS Proven	drop				screened out
Azure Database	drop				screened out
Azure Demonstrated	drop				screened out
Azure Native	drop				screened out
Azure Proficiency	drop				screened out
Bash Familiarity	drop				screened out
Betrieb	drop				screened out
C++14	keep	C++	language	C++14	
Certified Network Associate	drop				screened out
Cloud Platform Engineer	drop				screened out
Cloud Pub	drop				screened out
Computer Vision Experience	drop				screened out
containerd	keep	containerd	devops		
CSPs	drop				screened out
CWE	drop			classification standard (like CVE), not a technology	
DCIM	drop				screened out
Demonstrated High	drop				screened out
Development 5+	drop				screened out
Development DevOps	drop				screened out
Docker Strong	drop				screened out
DSL	drop			generic concept (domain-specific language) / ambiguous with telecom DSL	
DynamoDB Experience	drop				screened out
Elastic Cloud	keep	Elastic Cloud	cloud		
Ethernet Experience	drop				screened out
Experience Azure	drop				screened out
forests	drop				screened out
FTP	keep	FTP	networking		
Gruppe	drop				screened out
GWAPT	drop				screened out
Infrastructure Solid	drop				screened out
Iron	drop				screened out
Java Nice	drop				screened out
Kubernetes Build	drop				screened out
Kubernetes Solid	drop				screened out
Kubernetes What	drop				screened out
Linux Engineer	drop				screened out
Lucidchart	keep	Lucidchart	tool		
Makefiles	keep	GNU Make	tool	Makefiles	merge into existing GNU Make
Meade	drop				screened out
Mehrwert	drop				screened out
Microsoft identity	drop				screened out
Microsoft Office applications	drop				screened out
ML governance	drop				screened out
Mobile Ios	drop				screened out
MS Azure	drop				screened out
MS Office Suite	drop				screened out
Native Applications Experience	drop				screened out
Native Developer	drop				screened out
OAuth JWT	drop				screened out
Pandas Experience	drop				screened out
PgBouncer	keep	PgBouncer	database		
Postgres AWS	drop				screened out
Preferred Basic	drop				screened out
Procuramos	drop				screened out
Pydantic AI	keep	Pydantic AI	ml		
PySpark Experience	drop				screened out
Pyspark SQL	drop				screened out
Python Demonstrated	drop				screened out
Qualifications Expert	drop				screened out
React Tailwind	drop				screened out
React You	drop				screened out
Responsibilities Operate	drop				screened out
RMA	drop				screened out
S3 Experience	drop				screened out
Salesforce DX	keep	Salesforce DX	tool	SFDX	
SAP BTP	keep	SAP BTP	cloud		
Snowflake Cloud	drop				screened out
Stack AWS Kubernetes	drop				screened out
Styled	drop				screened out
Synapse Analytics	keep	Azure Synapse Analytics	data	Synapse Analytics	
Synthetics	drop				screened out
technical leadership Act	drop				screened out
TypeScript PostgresQL	drop				screened out
Windchill	keep	Windchill	tool		
Xilinx	keep	Xilinx	tool		
.NET experience	drop				screened out
1B+	drop				screened out
5 +	drop				screened out
8140.03 IAT	drop				screened out
ABI	drop			generic concept (application binary interface)	
Actions The	drop				screened out
ADLS	keep	Azure Data Lake Storage	data	ADLS	merges with Data Lake Storage row
Adobe Creative	drop				screened out
AI Foundations	drop				screened out
Airflow Familiarity	drop				screened out
architect azure	drop				screened out
Architect Google	drop				screened out
Associate Microsoft	drop				screened out
AWS API Gateway	keep	Amazon API Gateway	cloud	AWS API Gateway	
AWS EC2 S3	drop				screened out
AWS Git	drop				screened out
AWS Hands	drop				screened out
AWS Linux	drop				screened out
AWS Our	drop				screened out
AWS PostgreSQL	drop				screened out
Azure Container Apps	keep	Azure Container Apps	cloud		
Azure Functions Azure	drop				screened out
Azure Machine	drop				screened out
Azure Machine Learning	keep	Azure Machine Learning	ml	Azure ML	
BI Looker	drop				screened out
Bring 2	drop				screened out
C++ Demonstrated	drop				screened out
CD Hands	drop				screened out
CD Software	drop				screened out
Certification Familiarity	drop				screened out
Cisco Catalyst	keep	Cisco Catalyst	networking		
Clickhouse PostgreSQL	drop				screened out
Cloud Manager	drop				screened out
CloudFormation AWS	drop				screened out
CSS Strong	drop				screened out
Dagger	keep	Dagger	framework		homonym: DI framework (Square/Google) vs. dagger.io CI tool; kept DI framework as dominant meaning
Data API	drop				screened out
Database SQL	drop				screened out
Databricks Mosaic	drop				screened out
Databricks Mosaic AI	keep	Mosaic AI	ml	Databricks Mosaic AI	merges with Mosaic AI row
DCGM	keep	NVIDIA DCGM	devops	DCGM	
Desirable Familiarity	drop				screened out
Directory Microsoft Entra	drop				screened out
Edition	drop				screened out
Eigenverantwortung	drop				screened out
End React	drop				screened out
Engineer Build	drop				screened out
experience 0	drop				screened out
Flink Airflow	drop				screened out
GCP Deep	drop				screened out
GCP Proficiency	drop				screened out
GCP Proven	drop				screened out
GCSA	drop				screened out
GitHub Actions Familiarity	drop				screened out
Google Cloud Functions	keep	Google Cloud Functions	cloud		
Google Search	drop				screened out
gRPC Experience	drop				screened out
gVisor	keep	gVisor	devops		
Java A	drop				screened out
Java Full	drop				screened out
Java Solid	drop				screened out
JAX Experience	drop				screened out
KMP	keep	Kotlin Multiplatform	framework	KMP	
Kubernetes AKS	drop				screened out
Kubernetes Excellent	drop				screened out
Kubernetes Python	drop				screened out
LLM API	drop				screened out
Luigi	keep	Luigi	data		
MAVLink	keep	MAVLink	networking		
Minimum 1	drop				screened out
MongoDB Familiarity	drop				screened out
Monitoring DevOps	drop				screened out
Nutanix	keep	Nutanix	devops		
Okta Certified	drop				screened out
Orion	drop			ambiguous (SolarWinds Orion among several meanings), no safe qualified form in input	
PowerShell Azure	drop				screened out
Preferred Qualifications Certifications	drop				screened out
Prophet	keep	Prophet	ml		
Puppeteer	keep	Puppeteer	testing		
Python 5+	drop				screened out
Python C# .NET	drop				screened out
Redis Message	drop				screened out
Resource Manager	drop				screened out
Responsibilities Development	drop				screened out
Responsibilities Ensure	drop				screened out
ServiceNow Certified Application	drop				screened out
Spark Hands	drop				screened out
SQL AI	drop				screened out
SQL Basic	drop				screened out
Sumo	drop				screened out
SvelteKit	keep	SvelteKit	framework		
syslog	keep	syslog	networking		
SysOps Administrator	drop				screened out
Systems Manager	keep	AWS Systems Manager	devops		bare "Systems Manager" unsafe (reads as job title); qualified as AWS Systems Manager
Systems Mastery	drop				screened out
TypeScript Proven	drop				screened out
TypeScript web	drop				screened out
Unity Catalog Data	drop				screened out
Valgrind	keep	Valgrind	tool		
X12	keep	X12	data		EDI standard
you are Proven	drop				screened out
27001 Lead Auditor	drop				screened out
500M+	drop				screened out
Acquia	keep	Acquia	cloud		
Actions CI	drop				screened out
AI Studio	drop			generic/ambiguous name used by multiple AI product offerings (e.g. Google AI Studio)	
Alt	drop				screened out
Android OS	keep	Android	os	Android OS	merge into existing Android
APIs AI	drop				screened out
APIs Basic	drop				screened out
APIs Own	drop				screened out
APIs Python	drop				screened out
APIs Understanding	drop				screened out
Application Gateway	keep	Azure Application Gateway	cloud		bare "Application Gateway" unsafe/generic
Architecture Cloud Native	drop				screened out
ARIA	keep	ARIA	tool		WAI-ARIA accessibility standard
AWS Security Hub	keep	AWS Security Hub	security		
AWS VPC	keep	Amazon VPC	cloud	AWS VPC	
Azure Automation	keep	Azure Automation	devops		
Azure Preferred Qualifications	drop				screened out
Bazel Experience	drop				screened out
Broadcom	drop			company name, no specific product in input	
C++ 17	keep	C++	language	C++ 17	
C++ Linux	drop				screened out
C++ Proven	drop				screened out
CAM	drop				screened out
Capgemini	drop				screened out
Certifications Security+	drop				screened out
Cloud Foundry	keep	Cloud Foundry	cloud		
CMake Experience	drop				screened out
code AWS	drop				screened out
Communication Demonstrated	drop				screened out
Computer Science Experience	drop				screened out
CPI	drop				screened out
CRM Analytics	keep	Salesforce CRM Analytics	data	CRM Analytics	
Databricks Unity	drop				screened out
DataDog The	drop				screened out
Deployment Architect	drop				screened out
Develop Python	drop				screened out
Development Cloud Native	drop				screened out
ElastiCache Redis	keep	Amazon ElastiCache	database	ElastiCache Redis|ElastiCache	
ELB	keep	Elastic Load Balancing	cloud	ELB	
escrever	drop				screened out
Esri ArcGIS	keep	ArcGIS	tool	Esri ArcGIS	merge into existing ArcGIS
Flyway	keep	Flyway	devops		
Fortinet NSE	drop				screened out
Framework Angular	drop				screened out
Freshservice	keep	Freshservice	tool		
Fullstack Software Engineer	drop				screened out
GCP CI	drop				screened out
GitHub Actions CI	drop				screened out
Go This	drop				screened out
Google Cloud Pub	drop				screened out
GPFS	keep	GPFS	devops		
H.265	keep	H.265	tool	HEVC	
Have Salesforce	drop				screened out
IaaS PaaS	drop				screened out
IAT Level I	drop				screened out
IBM MQ	keep	IBM MQ	framework		
Inspector	drop				screened out
iOS Developer	drop				screened out
Java 17	keep	Java	language	Java 17	
Java Familiarity	drop				screened out
Java What	drop				screened out
Java You	drop				screened out
JavaScript C#	drop				screened out
Join Artefact	drop				screened out
K8	keep	Kubernetes	devops	K8|K8s	
Karma	keep	Karma	testing		
Kommunikation	drop				screened out
Kubernetes Application	drop				screened out
Kubernetes Containerized	drop				screened out
Kubernetes The	drop				screened out
Leverage AWS	drop				screened out
Like First 30	drop				screened out
Linux foundation	drop				screened out
Linux+	drop				screened out
Looker Studio	keep	Google Looker Studio	data	Looker Studio	merge: one skill
Manager Cloud	drop				screened out
Microsoft Azure Google	drop				screened out
Minimum 3+	drop				screened out
Mitarbeiter	drop				screened out
MUI	keep	Material UI	framework	MUI	merge: one skill
MySQL Familiarity	drop				screened out
Node.js PostgreSQL	drop				screened out
Open API	keep	OpenAPI	tool	Open API	
OpenWRT	keep	OpenWrt	os		
OVN	keep	OVN	networking		
Postgres You	drop				screened out
Preferred Microsoft	drop				screened out
Preferred Qualifications Exposure	drop				screened out
Python Excellent	drop				screened out
Python Practical	drop				screened out
QUIC	keep	QUIC	networking		
Range Canada	drop				screened out
React + TypeScript	drop				screened out
React JS	keep	React	framework	React JS|ReactJS|react.js	merge into existing React
Required Qualifications Technical	drop				screened out
RHCE	drop				screened out
Rust Familiarity	drop				screened out
Rust You	drop				screened out
S3 API	drop				screened out
S3 AWS	drop				screened out
Salary Range Canada	drop				screened out
Saviynt	keep	Saviynt	security		
SCAP	keep	SCAP	security		
SDK Experience	drop				screened out
Server+	drop				screened out
Skills Java	drop				screened out
Skills Solid Experience	drop				screened out
Snowpark	keep	Snowpark	data		
Software Engineer As	drop				screened out
SQL Familiarity	drop				screened out
SQL Relational Databases	drop				screened out
SQL Server Experience	drop				screened out
STEM OPT	drop				screened out
Strong C#	drop				screened out
strong DevOps	drop				screened out
Styled Components	keep	Styled Components	framework		
Sumo Logic	keep	Sumo Logic	devops		
Swift Package	drop				screened out
Swift Package Manager	keep	Swift Package Manager	tool	SPM	
TensorFlow Strong	drop				screened out
TM	drop				screened out
Two Sigma	drop				screened out
TypeScript Build	drop				screened out
Use Git	drop				screened out
Wizard	drop				screened out
XDP	keep	XDP	networking		
z.B	drop				screened out
Access Administrator	drop				screened out
ACI	drop			homonym: Cisco ACI vs Azure Container Instances, can't disambiguate from data	
actions Develop	drop				screened out
Actions What	drop				screened out
AI Native Engineer	drop				screened out
AlloyDB	keep	AlloyDB	database		
Als Senior	drop				screened out
Amazon AWS	drop				screened out
Amazon CloudWatch	keep	Amazon CloudWatch	devops		
Amazon Q	keep	Amazon Q	ml		
Antigravity	keep	Antigravity	tool		assuming Google Antigravity AI IDE; low confidence, recent product
Apple Business	drop				screened out
Apple Business Manager	keep	Apple Business Manager	tool		
ArgoCD GitHub	drop				screened out
Armor	drop				screened out
Associate AZ	drop				screened out
AWQ	drop			ML quantization technique/algorithm name, not a product engineers list as a skill	
AWS DevOps Engineer	drop				screened out
AWS Direct	drop				screened out
AWS Direct Connect	keep	AWS Direct Connect	cloud		
Azure App Services	keep	Azure App Service	cloud	Azure App Services	
Azure Developer	drop				screened out
Azure Event	drop				screened out
Beanstalk	keep	AWS Elastic Beanstalk	cloud	Beanstalk|Elastic Beanstalk	
BPMN	drop			modeling notation standard, not itself a technology (implemented by tools like Camunda)	
Bruno	keep	Bruno	tool		
C++ Expertise	drop				screened out
CCSK	drop				screened out
CD Proven	drop			not a real technology, likely extraction artifact/fragment of a phrase	
Cerner	drop				screened out
Certifications Azure	drop				screened out
Certified Cloud Security	drop				screened out
Certified Engineer	drop			generic job-title/certification phrase fragment	
Chroma	keep	Chroma	database	ChromaDB	
Chrome DevTools	keep	Chrome DevTools	tool		
Chromium	drop				screened out
Cloud Salesforce	drop			fragment/reordering artifact, not a real term	
CocoaPods	keep	CocoaPods	tool		
CodeRabbit	keep	CodeRabbit	tool		
Conftest	keep	Conftest	testing		
Coverity	keep	Coverity	security		
Cumulus	drop				screened out
CWPP	drop				screened out
deine Karriere	drop				screened out
development tools Cursor	drop				screened out
drive CI	drop				screened out
ENGINEER Customer	drop				screened out
Engineer Frontend	drop				screened out
